"CubeId";"snbbipo"
"PublishingDate";"2017-02-28 09:00"

"Date";"D0";"Value"
"2016-07";"WSF";"4046.8334085"
"2016-07";"UA";"977.38708469"
"2016-07";"T0";"695519.7748831"
"2016-08";"GFG";"43071.68647199"
"2016-08";"D";"656555.38179573"
"2016-08";"RIWF";"1357.54497957"
"2016-08";"W";"136.40316498"
"2016-08";"WSF";"4064.42645598"
"2016-08";"UA";"964.0142332"
"2016-08";"T0";"710610.41475638"
"2016-09";"GFG";"42925.73290505"
"2016-09";"D";"666227.50357418"
"2016-09";"RIWF";"1329.12003268"
"2016-09";"W";"133.79304286"
"2016-09";"WSF";"4065.1741566"
"2016-09";"UA";"1179.85071777"
"2016-09";"T0";"720271.98002412"
"2016-10";"GFG";"42146.27598378"
"2016-10";"D";"664465.22109121"
"2016-10";"RIWF";"1334.40626689"
"2016-10";"W";"130.1724204"
"2016-10";"WSF";"4068.23296023"
"2016-10";"UA";"871.28233883"
"2016-10";"T0";"717433.02224574"
"2016-11";"GFG";"40090.53749445"
"2016-11";"D";"683305.93579468"
"2016-11";"RIWF";"1345.98420362"
"2016-11";"W";"166.53873546"
"2016-11";"WSF";"4003.37979982"
"2016-11";"UA";"849.08052877"
"2016-11";"T0";"734215.65756279"
"2016-12";"GFG";"39400.34942063"
"2016-12";"D";"696104.16238063"
"2016-12";"RIWF";"1341.15985865"
"2016-12";"W";"155.41026003"
"2016-12";"WSF";"3997.6323635"
"2016-12";"UA";"1097.05792699"
"2016-12";"T0";"746501.96675856"
"2017-01";"GFG";"40056.38619853"
"2017-01";"D";"674519.82062207"
"2017-01";"RIWF";"1328.32389665"
"2017-01";"W";"152.11225296"
"2017-01";"WSF";"3934.36878242"
"2017-01";"UA";"855.59888524"
"2017-01";"T0";"725200.26214401"
